,V 1.0,,,,,,,,,,,,,
953,2158,Orichalcum,オリハルコン,43,28000,3500,13,Icon_Item_Collection_001,1,9,144,1,"A legendary ore used for making weapons or
accessories.","武器やアクセサリの材料になる
伝説の鉱石。"
960,2159,Dragonic Stone,竜幻石,43,128000,5000,15,Icon_Item_Collection_008,1,9,151,1,A mineral that was believed not to exist in reality.,現実には存在しないとされていた鉱石。
962,2160,Amethyst,アメジスト,43,500,50,0,Icon_Item_Collection_010,1,9,30,1,"A gem long known for its mysterious energy.
Symbolizes peace of mind.","古くから不思議な力があるとされている宝石。
宝石言葉は「心の平和」"
961,2161,Aquamarine,アクアマリン,43,1500,150,2,Icon_Item_Collection_009,1,9,38,1,"A gem as blue as the deep sea. Symbolizes
calmness.","深海を思わすような、深い青が特徴的な宝石。
宝石言葉は「沈着」"
964,2162,Emerald,エメラルド,43,4800,380,5,Icon_Item_Collection_012,1,9,52,1,"A beautiful green-colored gem symbolizing
happiness. Those that are clear and smooth are the
most valuable.","美しい緑が人目をひきつける。
透明で、無傷なほど価値が高く貴重。
宝石言葉は「幸福」"
970,2163,Ruby,ルビー,43,7000,440,7,Icon_Item_Collection_018,1,9,66,1,"A red-colored gem symbolizing passion. Those that
cast star-shaped reflections are particularly
valuable.","真紅に染まった宝石。
中で反射光が星状にみえるものは貴重。
宝石言葉は「情熱」"
966,2164,Sapphire,サファイア,43,9800,520,8,Icon_Item_Collection_014,1,9,82,1,"A gem that comes in different colors such as pink,
blue, yellow, and green. Symbolizes love.","ピンクだけでなく、青、黄、緑など、
様々な色を持つ宝石。
宝石言葉は「慈愛」"
967,2165,Diamond,ダイヤモンド,43,14400,640,11,Icon_Item_Collection_015,1,9,119,1,"A very hard gem known as the King of Gemstones.
Symbolizes purity.","「宝石の王様」と言われるとても硬い宝石。
宝石言葉は「清浄」"
965,2166,Green Core,グリーンコア,43,30000,3000,13,Icon_Item_Collection_013,1,9,131,1,"A green crystal with magic power. Makes you more
kindly for some reason.","魔力をたたえた緑の結晶。
なぜだか優しい気持ちになれる。"
971,2167,Red Core,レッドコア,43,30000,3000,13,Icon_Item_Collection_019,1,9,55,1,"A red crystal overflowing with magic power. Makes
you energetic.","魔力みなぎる赤の結晶。
やる気がみちてくるようだ。"
963,2168,Yellow Core,イエローコア,43,30000,3000,13,Icon_Item_Collection_011,1,9,82,1,"A yellow crystal suffused with magic power. Makes
you feel cheerful.","魔力のあふれる黄の結晶。
見ているだけで元気になってくる。"
969,2169,Blue Core,ブルーコア,43,30000,3000,13,Icon_Item_Collection_017,1,9,99,1,"A blue crystal that has magic power. Makes you feel
calm.","魔力をひめた青の結晶。
冷静な判断力を取り戻せそう。"
968,2170,Crystal Skull,ドクロ水晶,43,180000,4000,15,Icon_Item_Collection_016,1,9,117,1,"A crystal in the shape of a skull. Those who love
jewels and hate ghosts will be upset by this.","ドクロの形をした美しい石英の結晶。
宝石好きで幽霊嫌いな子は反応に困りそう。"
1110,2171,Tenfold Steel,10倍鉄,43,50000,1000,10,Icon_Item_Collection_154,1,9,151,1,"The rarest steel among double steels. Multiplies the
effect of the material used to previously reinforce an
item.","倍鉄の中でも非常に貴重な鉄。
強化に使用すると一つ前の強化素材の
８倍の効果を得る。"
1117,2172,Double Steel,倍鉄,43,5000,100,5,Icon_Item_Collection_166,1,9,151,1,"Special steel that doubles the effect of the material
used to previously reinforce an item.","特殊な鉄。
強化に使用すると一つ前の強化に
使った素材の倍の効果になる。"
1113,2173,Glitta Augite,グリッタ輝石,43,6800,680,8,Icon_Item_Collection_158,1,9,151,1,"A strange stone produced by a tree. Emits strong
light. If used to reinforce a weapon, it extends its
range.","木から採れる非常に変わった石。
その煌きは隠しきれない。
強化に使うと武器の射程が伸びる。"
1120,2175,Light Ore,メッシライト鉱石,43,200000,10000,13,Icon_Item_Collection_169,1,9,151,1,"A highly rare ore that can be used to change a
weapon's category.","幻と言われる鉱石。
鍛冶の時に使うとベース武器の
カテゴリー縛りを外すことができる。"
1121,2176,Rune Sphere Shard,ルーンスフィアのかけら,43,400000,15000,15,Icon_Item_Collection_171,1,9,151,1,"A shard made from an enormous amount of
crystallized runes. Although just a piece, it has a lot
of power.","膨大な量のルーンを結晶化させた一部。
かけらとはいえ強力な力を感じる。"
1114,2177,Shade Stone,遮光石,43,2800,250,6,Icon_Item_Collection_160,1,9,151,1,"A rare stone that absorbs all surrounding light. Often
used to blot out the world when darkness is
preferred.","光を吸収するめずらしい石。
別名、夜の石。
光を遮るときなどによく利用される。"
1119,2178,White Stone,ホワイトストーン,43,80000,8000,13,Icon_Item_Collection_168,1,9,151,1,"Legend says that women who are proposed to with
this stone live happily ever after.","この石で、プロポーズされた女性は
ずっと幸せに暮らせるという伝説がある。"
980,2179,Magic Crystal,魔力の結晶,43,350,58,4,Icon_Item_Collection_028,1,9,38,1,Crystallized magic. Often dissolved before use.,"何年もかけて魔力が固まってできた結晶。
溶かしてから使うことが多い。"
982,2180,Dark Crystal,闇の結晶,43,1440,240,4,Icon_Item_Collection_030,1,9,38,1,"Crystallized darkness magic. Turns everything light to
dark.","闇の魔力が凝縮された結晶。
光を飲み込み、黒に染める力がある。"
979,2181,Fire Crystal,火の結晶,43,1600,200,7,Icon_Item_Collection_027,1,9,55,1,"Crystallized fire magic. Extremely hot. Avoid touching
with your bare hands.","火の魔力が凝縮された結晶。
高熱のため、素手で持つとヤケドしてしまう。"
976,2182,Earth Crystal,地の結晶,43,2000,250,8,Icon_Item_Collection_024,1,9,82,1,"Crystallized earth magic. Hard as a rock. Harder,
actually!","地の魔力が凝縮された結晶。
非常に硬い。"
972,2183,Love Crystal,愛の結晶,43,2080,255,9,Icon_Item_Collection_020,1,9,12,1,"Crystallized love that brings happiness. Generously
lets you take your foes' HP when you attack.","愛の力が凝縮された結晶。
見ているだけで幸せになれる。
愛の力により、攻撃した際、ＨＰを分けてもらえる。"
974,2184,Wind Crystal,風の結晶,43,2150,260,10,Icon_Item_Collection_022,1,9,96,1,"Crystallized wind magic. Constantly cushioned in
fierce, ravaging winds.","風の魔力が凝縮された結晶。
周りには常に風が舞っている。"
981,2185,Water Crystal,水の結晶,43,2400,300,11,Icon_Item_Collection_029,1,9,99,1,"Crystallized water magic. Easily broken, so must be
handled with care.","水の魔力が凝縮された結晶。
割れやすいため、ていねいに扱う必要がある。"
978,2186,Light Crystal,光の結晶,43,3000,1200,12,Icon_Item_Collection_026,1,9,12,1,Crystallized light magic. Naturally luminous.,"光の魔力が凝縮された結晶。
自然と発光している。"
975,2187,Small Crystal,小さな結晶,43,120000,12000,13,Icon_Item_Collection_023,1,9,144,1,"Runes that have crystallized over the years. Very rare
and hard to work with.","何年もかけてルーンが結晶になったもの。
希少価値がとても高い。
加工が難しい。"
973,2188,Big Crystal,大きな結晶,43,16000,1600,13,Icon_Item_Collection_021,1,9,99,1,"A big crystal made of something that's been mixed
together. Said to be made up of people's thoughts.","何かが集まって出来た大きな結晶。
溢れた心の集まりだというウワサもある。"
983,2189,Rune Crystal,ルーンの結晶,43,96000,9800,14,Icon_Item_Collection_031,1,9,151,1,"Runes that crystallized naturally. Feels warm
somehow.","ルーンが自然の中で結晶化したもの。
不思議と温かい感じがする。"
977,2190,Electro Crystal,雷の結晶,43,160000,3100,15,Icon_Item_Collection_025,1,9,144,1,"Crystallized electricity. Let's just say you're in for a
""shock"" if you touch it with your bare hands.","電を凝縮したといわれる結晶。
素手で持つと、大変なことになりそう。"
991,2191,Stick,細い棒切れ,43,50,9,0,Icon_Item_Collection_038,1,9,12,1,"A thin stick that can be used for materials. You could
poke things with it too, I guess.",細くて色々な材料に使える棒。
987,2192,Insect Horn,昆虫の角,43,100,21,1,Icon_Item_Collection_034,1,9,12,1,A jagged insect horn with a patchy pattern.,ギザギザな形をした虫の角。
988,2193,Plant Stem,植物の茎,43,390,65,5,Icon_Item_Collection_035,1,9,44,1,"Strong, thick plant stem used for various purposes.","丈夫で太い植物の茎。
用途は色々。"
989,2194,Bull's Horn,闘牛の角,43,670,95,7,Icon_Item_Collection_036,1,9,55,1,"A sharp, dangerous horn. Worth a lot if it's
unscratched.","とがった危険な角。
大きく、傷のないものが高価。"
985,2195,Moving Branch,動く枝,43,210000,4500,9,Icon_Item_Collection_032,1,9,144,1,"A creepy branch that twitches. Has so much vitality
that another branch will instantly sprout from where
you cut it.","ときどきピクピクと動く気味の悪い枝。
その生命力はすさまじく、切り目から
新しい枝葉がすぐに生えてくる。"
986,2196,Rigid Horn,強固な角,43,1040,130,10,Icon_Item_Collection_033,1,9,144,1,"A jagged, dappled horn. Looks dangerous.","ギザギザな形の角。
まだら模様をしている。"
990,2197,Thick Stick,太い棒切れ,43,1590,198,12,Icon_Item_Collection_037,1,9,102,1,"A thick stick that can be used for materials, but is not
a substitute for lumber. At least you can smack
people upside the head with it and laugh!","太くて色々な材料に使える棒。
木材にはならない。"
992,2198,Devil Horn,魔人の角,43,2810,312,13,Icon_Item_Collection_039,1,9,117,1,A horn from a demon. Filled with magical power.,"魔人が生やしている角。
魔力を多く含んでいる。"
999,2199,Glue,にかわ,43,420,70,5,Icon_Item_Collection_043,1,9,44,1,"An adhesive made from boiled animal hide. Teacher
will get mad if she catches you eating it.","皮などを水に浸けて煮たもの。
接着剤としていろいろなものに使われる。"
996,2200,Devil Blood,悪魔の血,43,920,116,9,Icon_Item_Collection_040,1,9,127,1,"Lifeblood collected from demons. Valued as
medicine.","悪魔の生き血を集めたもの。
薬学の材料として重宝される。"
998,2201,Paralysis Poison,シビレ毒液,43,1050,131,10,Icon_Item_Collection_042,1,9,82,1,"Toxic liquid that can paralyze you or poison you,
depending on your luck. Or lack of luck.","毒性の液体、
作用の仕方で症状がマヒにも毒にもなる。
危険物、取り扱い注意。"
997,2202,Poison King,王毒液,43,2770,308,14,Icon_Item_Collection_041,1,9,144,1,"Liquid that is very toxic. Just one lick is fatal. So stop
licking it!","非常に毒性の強い液体。
ペロリとなめると猛毒なので注意。"
1003,2203,Bird's Feather,鳥の羽,43,155,31,2,Icon_Item_Collection_047,1,9,30,1,"A soft feather that's prickly at the base and pointy
on one end.","やわらかな肌触りの羽。
根元の方はチクチクしている。"
1001,2204,Yellow Feather,黄金の羽,43,800,100,5,Icon_Item_Collection_044,1,9,144,1,"A soft-textured yellow feather. Said to bring
happiness.","やわらかな肌触りの黄色い羽。
幸せを呼ぶと言われている。"
1002,2205,Black Feather,黒い鳥の羽,43,1080,135,10,Icon_Item_Collection_045,1,9,102,1,A soft black feather. The quill is rather sharp.,"やわらかな肌触りの黒い羽。
根元の方はチクチクしている。"
1004,2206,Thunderbird Feather,雷鳥の羽,43,1680,210,12,Icon_Item_Collection_048,1,9,123,1,A soft-textured feather that contains electricity.,"やわらかな肌触りの羽。
電気を帯びている。"
1008,2209,Fish Fossil,古代魚の骨,43,165,33,3,Icon_Item_Collection_052,1,9,30,1,"An ancient fish fossil. Some collectors would kill to
find one!","古代魚の骨の化石。
マニアにはたまらない代物。"
1010,2210,Dragon Bones,竜の骨,43,24000,1800,8,Icon_Item_Collection_054,1,9,97,1,"Draconic bones from ancient times. Old, but still
quite tough. Used for numerous purposes.","古くも丈夫な骨。
身を守ったり、飛ばしたりしてきたが、
使い物になるのは、頭の部分のみ。"
1009,2211,Skull,ドクロ,43,960,120,9,Icon_Item_Collection_053,1,9,94,1,"A creepy skull. Some people love this kind of stuff,
though. Often used as an accessory.","かなり不気味なドクロ。
アクセサリとして使われていたらしい。"
1007,2213,Ammonite,アンモナイト,43,168000,3200,15,Icon_Item_Collection_049,1,9,144,1,"An ancient lifeform. Good at enduring all sorts of
hardships, but weak to magic.","どこかに張り付いていた、
古代のイキモノ。
ひたすら耐えることを得意としているが
魔法にはちょっと弱め。"
1016,2214,Round Stone,まるい石,43,480,50,4,Icon_Item_Collection_060,1,9,151,1,"Turned round after years of polishing under a
waterfall. Beloved by artists.","芸術家に好まれる石。
長い年月、滝の下でその身を磨かれ、
きれいにまるくなった。"
1015,2215,Tiny Golem Stone,ちいさいゴーレム石,43,970,121,9,Icon_Item_Collection_059,1,9,119,1,"A stone with a mark to activate a golem. The mark is
so minuscule that whoever wrote it must be a
craftsman.","ゴーレムの起動印が書かれた石。
小ささを考えると
これを書いた人は職人に違いない。"
1011,2216,Golem Stone,ゴーレム石,43,1670,208,12,Icon_Item_Collection_055,1,9,127,1,"A stone with a mark to activate a golem. The mark
might just come off if you rub it.","ゴーレムの起動印が書かれた石。
こすると消えてしまいそう。"
1013,2217,Golem Tablet,ゴーレムの石版,43,150000,2300,13,Icon_Item_Collection_057,1,9,131,1,"A tablet that was once part of a golem's body. It has
'_METH' written on it, and serves as a power source.","ゴーレムの体の一部だった石版。
動力源と言われており、石版には
「ＭＥＴＨ」と書かれている。"
1012,2218,Golem Spirit Stone,ゴーレム魂石,43,2880,320,14,Icon_Item_Collection_056,1,9,144,1,"A stone with a mark to activate a golem. The spirit
lasts forever.","ゴーレムの起動印が書かれた石。
その魂は永遠に不変である。"
1014,2219,Tablet of Truth,真実の石版,43,82000,3800,15,Icon_Item_Collection_058,1,9,144,1,"A tablet that was once part of a golem's body. It has
'EMETH' written on it, and serves as a power source.","ゴーレムの体の一部だった石版。
動力源と言われており、石版には
「ＥＭＥＴＨ」と書かれている。"
1019,2220,Yarn,毛糸玉,43,300,80,1,Icon_Item_Collection_066,1,9,12,1,A large ball of yarn.,大きい毛糸玉。
1020,2221,Old Bandage,ゴブリンの包帯,43,140,28,2,Icon_Item_Collection_067,1,9,30,1,"A tattered old bandage that's basically falling apart.
Kind of grody.","今にもくずれそうな
ボロボロな包帯。"
1018,2223,Spider's Thread,クモ糸,43,290,48,4,Icon_Item_Collection_065,1,9,38,1,"An elastic string that's hard to break. Comes from a
spider's butt.",弾力があり切れにくい糸。
1022,2225,Vine,植物のツル,43,590,84,6,Icon_Item_Collection_070,1,9,55,1,"A long, thin vine that can be used to tie down, wind
about, and otherwise constrict things.","植物の細長いツル。
巻いたりしばったり色々できる。"
1021,2227,Strong Vine,丈夫なツル,43,1060,132,10,Icon_Item_Collection_069,1,9,96,1,"A long, thin, strong vine. Can be wrapped and
banded.","植物の細長く丈夫なツル。
巻いたりしばったりできる。"
1017,2228,Pretty Thread,キレイなクモ糸,43,1610,201,12,Icon_Item_Collection_064,1,9,102,1,"A shiny string often used as fabric. Comes from a
spider's butt.","キラキラした糸。
織物には良く使われる。"
1032,2230,Arrowhead,さびた矢尻,43,60,12,0,Icon_Item_Collection_080,1,9,12,1,"Rusty and useless as-is, but it might shine if polished.
Kind of like humanity...","さびてて使い物にならない。
磨けば光る可能性はある。"
1034,2231,Blade Shard,刃物のかけら,43,145,29,2,Icon_Item_Collection_082,1,9,30,1,"A small piece of a blade from a knife or something.
Don't touch it with your bare hands.","ナイフなどの刃が欠けたもの。
危ないので素手で触らないこと。"
1029,2232,Broken Hilt,壊れた柄,43,540,90,5,Icon_Item_Collection_075,1,9,12,1,A broken piece of hilt. Fits nicely in the hand.,残がいの柄だけが残ったもの。
1031,2233,Broken Box,壊れた木箱,43,800,220,8,Icon_Item_Collection_077,1,9,12,1,"An old wooden box. Useless as-is, so give it a
purpose by using it to make or upgrade something.","ボロボロの木箱。
このままでは使いものにならない、
強化や鍛冶、装飾などで使おう。"
1035,2234,Hammer Piece,ハンマーの破片,43,940,118,9,Icon_Item_Collection_083,1,9,94,1,"A piece of broken hammer. Gotta be useful for
something, right?",壊れたハンマーの破片。
1030,2235,Shoulder Piece,壊れた肩当て,43,1190,149,11,Icon_Item_Collection_076,1,9,99,1,"A rough, wooden shoulder piece. Not terribly
exciting.",木でできた、粗雑なバイキングの肩当て。
1028,2238,Glistening Blade,ギラつく刀鎌,43,1700,212,12,Icon_Item_Collection_074,1,9,102,1,A glistening scythe blade.,"カマの刃の部分。
ギラギラとかがやいてる。"
1027,2239,Great Hammer Shard,究極ハンマーの破片,43,1740,217,12,Icon_Item_Collection_073,1,9,102,1,"A shard of a broken hammer that used to be a
legendary weapon.","壊れたハンマーの破片。
もとは伝説級の武器。"
1033,2242,MTGU Plate,ハガネプレート,43,150000,2300,14,Icon_Item_Collection_081,1,9,102,1,"A plate created through science. ""MTGU"" stands for
Miserable Trash Garbage Useless. See? Even the
name is poorly designed.","固そうなプレート。
ハリボテ、ガラクタ、ネウチナシ、の頭文字から。"
1026,2243,Pirate's Armor,海賊鎧のかけら,43,2800,311,14,Icon_Item_Collection_072,1,9,144,1,A shoulder guard made of steel.,鉄でできた肩当て。
1047,2245,Fur (S),ふわ毛,43,30,6,0,Icon_Item_Collection_096,1,9,12,1,Wooly's fur. Used as yarn.,"モコモコの毛。
毛糸玉の材料となる。"
1042,2246,Fur,毛皮,43,120,25,1,Icon_Item_Collection_089,1,9,30,1,Stiffly textured fur. Slightly matted.,ごわついた感触の毛皮。
1040,2247,Yellow Down,きいろい毛皮,43,240,40,3,Icon_Item_Collection_087,1,9,38,1,"Soft, feathery duck down. Looks outstanding.","ダックの毛皮。
すごく目立つ色をしている。"
1045,2248,Quality Fur,上質の毛皮,43,300,51,4,Icon_Item_Collection_094,1,9,38,1,"Warm, soft, shiny fur. Raises resistance to knockouts
when used in upgrades.","ふかふかして暖かい毛皮。
つやがよく、さわり心地も抜群。
強化に使うと、気絶しにくくなる。"
1046,2250,Quality Puffy Fur,上質のフワ毛皮,43,560,80,6,Icon_Item_Collection_095,1,9,55,1,"Really puffy fur. Like, the puffiest of puff. It's really
puffy for sure!","フワリの毛皮。
フワッフワである。"
1048,2251,Fur (M),ふわふわ毛,43,1400,200,7,Icon_Item_Collection_097,1,9,55,1,Wooly's fur. Used as yarn.,"モコモコの毛。
毛糸玉の材料となる。"
1044,2252,Wooly Furball,高品質なモコふわ毛,43,960,120,9,Icon_Item_Collection_091,1,9,82,1,Fur dropped by a wooly. Inconceivably soft.,"モコモコが落とす綿。
マニアも喜ぶ柔らかさ。"
1049,2253,Fur (L),ふわふわモフモフ毛,43,3800,700,10,Icon_Item_Collection_098,1,9,55,1,Wooly's fur. Used as yarn.,"モコモコの毛。
毛糸玉の材料となる。"
1043,2254,Penguin Down,皇帝ペンギーの毛皮,43,1050,150,11,Icon_Item_Collection_090,1,9,99,1,"Down from an emperor penguin. ""Emperor"" is not
their title, but their name.","ペンギーの毛皮。
皇帝ペンギーという種族であって
別にえらくはない。"
1041,2257,Chest Hair,グレートな胸毛,43,196000,3600,15,Icon_Item_Collection_088,1,9,144,1,A greater demon's wild chest hair. So ferocious!,"太くてごわごわな
ワイルドな胸毛。
野生の荒々しさがにじみ出ている。"
1054,2258,Spore,キノコの胞子,43,110,22,1,Icon_Item_Collection_102,1,9,30,1,"A mushroom spore. You don't want to know what
happens if you breathe it in.","キノコの胞子。
間違って吸い込んでしまうと色々と危険。"
1063,2259,Fairy Dust,妖精の粉,43,270,45,3,Icon_Item_Collection_112,1,9,38,1,Fairy dust that sparkles at night.,"妖精のりん粉を集めたもの。
夜には光を放つ。"
1056,2260,Gunpowder,射手の発火薬,43,430,72,5,Icon_Item_Collection_104,1,9,44,1,"Gunpowder for fire arrows. Explosive and dangerous.
Handle with care.","火矢につけられる発火薬。
火をつけると爆発する危険物。
取り扱いには十分注意が必要。"
1059,2261,Poison Powder,毒の粉,43,570,82,6,Icon_Item_Collection_108,1,9,55,1,"Poisonous powder used to add poison to weapons
and equipment.","毒の成分を含んだ粉末。
武器や防具に毒を使う場合に用いられる。"
1055,2262,Holy Spore,三相胞子,43,8000,880,7,Icon_Item_Collection_103,1,9,151,1,"A very rare spore. Said to go to Gandhara when it
disperses.","非常にめずらしい有り難い胞子。
この胞子が飛散すると
ガンダーラに向かうと言う。"
1057,2263,Root,植物の根,43,840,105,8,Icon_Item_Collection_105,1,9,82,1,"Tree root used in crafting. Can be used in weapons
or ground into medicine.","木の根っこ。すり潰して薬に使われたり、
武器の材料にもなる。"
1061,2264,Magic Powder,魔法使いの粉,43,960,120,9,Icon_Item_Collection_110,1,9,94,1,"Magically-infused powder. Water-soluble and has
many uses.","魔力の含まれた粉。
水によく溶け、多用性がある。"
1060,2265,Mysterious Powder,ナゾの粉,43,1110,139,10,Icon_Item_Collection_109,1,9,119,1,"AKA zombie powder. It's veiled in mystery. Undead
mystery.","別名ゾンビパウダー。
謎に包まれている。"
1058,2266,Dragon Golem Ashes,岩石竜の粉,43,90000,2000,11,Icon_Item_Collection_107,1,9,94,1,"Supposedly collected from a dragon golem.
Incredibly valuable.",岩石竜の灰を集めたものと言われ、大変貴重な物。
1062,2267,Magic Elixir,魔法使いの秘薬,43,1250,156,11,Icon_Item_Collection_111,1,9,99,1,"An elixir with magical power. It's necessary for any
would-be wizards.","魔力の含まれた秘薬。
魔術師の必需品。
ただし、薬に頼りすぎるのは未熟な証拠。"
1053,2268,Red Dragon Ashes,赤竜の粉,43,110000,2100,12,Icon_Item_Collection_101,1,9,96,1,"Supposedly collected from a red dragon. Incredibly
valuable.",赤竜の灰を集めたものと言われ、大変貴重な物。
1064,2269,Fairy Elixir,妖精の秘薬,43,1760,220,12,Icon_Item_Collection_113,1,9,144,1,"A secret fairy item. Fairies are considered full-fledged
sprites when they have this.","妖精の秘密アイテム。
妖精族はこれをもって一人前という。"
1052,2272,Melody Bottle,歌の小ビン,43,180000,3500,15,Icon_Item_Collection_099,1,9,144,1,"A small bottle that contains a siren's voice. Sings an
intoxicating melody if opened.","セイレーンの歌をこめた小ビン。
ふたを開けると、きれいな歌声が絶えず
聞こえてくる。"
1066,2273,Cheap Cloth,オークのボロ布,43,55,11,0,Icon_Item_Collection_115,1,9,12,1,"A poor-quality swatch of cloth. Unstitches when you
so much as breathe on it.","質のよくない布。
すぐにほころびてしまう。"
1074,2274,Insect Carapace,虫の皮,43,50,10,1,Icon_Item_Collection_123,1,9,12,1,"A light, tough insect shell.","虫の皮をはいだもの。
軽いわりに、意外と丈夫にできている。"
1073,2275,Ghost Hood,浮遊霊の頭巾,43,310,52,4,Icon_Item_Collection_122,1,9,38,1,"A hood that covers the head. Special material with
spooky powers.","頭をすっぽり覆った布。
魔法の力を秘めた布材になる。"
1069,2276,Pretty Carapace,キレイな虫の皮,43,630,90,6,Icon_Item_Collection_118,1,9,55,1,The carapace of an insect. Dappled and beautiful.,"虫の皮をはいだもの。
まだら模様でキレイ。"
1067,2277,Quality Cloth,海賊ゴブリンの布,43,720,96,7,Icon_Item_Collection_116,1,9,55,1,"A cloth of fine quality. Its fabric is tough and not
easily torn.","上質の布。
繊維が強く、丈夫で破けにくい。"
1070,2278,Quality Worn Cloth,高級なボロ布,43,900,215,8,Icon_Item_Collection_119,1,9,144,1,"Used to be a high-quality cloth, but it's worn out from
overuse.","もとは高級な布だったが
使いすぎてボロボロになった布。"
1071,2279,Silk Cloth,シルクの布,43,1000,126,9,Icon_Item_Collection_120,1,9,94,1,"A smooth, silky cloth. Go ahead and rub your face in
it. Doesn't that feel nice?","高級なシルクの布。
さわり心地もしっとりとしてなめらか。"
1068,2280,Giant's Gloves,巨人の手袋,43,1070,135,10,Icon_Item_Collection_117,1,9,96,1,"Gloves worn by giants. Tough material that doesn't
tear easily.","巨人族が身に付けている大きな手袋。
やぶれにくい丈夫な布材。"
1065,2281,Blue Giant's Glove,青い巨人の手袋,43,1650,210,11,Icon_Item_Collection_114,1,9,123,1,"A glove used by a blue giant. Almost impossible to
tear it apart. Why you would even try, I have no idea.","青い巨人族の手袋。
非常にやぶれにくい丈夫な布材。"
1072,2282,Ancient Orc Cloth,伝説のオーク布,43,2920,324,14,Icon_Item_Collection_121,1,9,144,1,"An orc's cloth that is described as legendary
sometimes. But a cloth is a cloth, and an orc is an
orc.","伝説とまで呼ばれるオークの布。
でもオークはオーク。布は布。"
1080,2283,Insect Jaw,昆虫のアゴ,43,80,16,0,Icon_Item_Collection_132,1,9,12,1,"A monster jaw strong enough to chew through
anything.","強い力で、なんでもかみ砕く
モンスターのアゴ。"
1085,2284,Panther Claw,豹の爪,43,360,60,4,Icon_Item_Collection_140,1,9,38,1,"A razor-sharp claw, capable of slicing steel to shreds.","鋭くとがった爪。
その切れ味は、鋼鉄をも引き裂いてしまう。"
1076,2285,Wolf Fang,狼の牙,43,460,76,5,Icon_Item_Collection_125,1,9,44,1,"A sharp fang that can instantly kill prey with a single
bite.","すごく鋭い牙。
どんな獲物も一撃でしとめる。"
1084,2286,Palm Claw,パァムのつめ,43,600,86,6,Icon_Item_Collection_139,1,9,82,1,"It's sharp. Also, it hurts.",するどい。いたい。
1078,2287,Giant's Nail,巨人の爪,43,690,98,7,Icon_Item_Collection_129,1,9,82,1,A giant fingernail. Gross!,"巨人族の大きな爪。
丈夫な素材になる。"
1081,2289,Ivory Tusk,象牙,43,880,110,8,Icon_Item_Collection_136,1,9,82,1,"The discarded tusk of an elephant. Beautiful and
easy to work. Shed and regrown on a regular basis.","象の牙。
生え替わるときに落ちる。
美しく、加工しやすい。"
1082,2290,Big Giant's Nail,大巨人の爪,43,1150,320,9,Icon_Item_Collection_137,1,9,144,1,A huge fingernail from a big giant. Even grosser!,"巨人族の中でもより大きな爪。
丈夫な素材になる。"
1077,2291,Unbroken Ivory Tusk,折れない象牙,43,1220,151,10,Icon_Item_Collection_126,1,9,99,1,"The discarded tusk of a mammoth. It shed this and
grew a new one. Wouldn't break if...well, a
mammoth stood on it.","象の牙の一種。
生え替わりで抜けた。
折れないゾウ。"
1079,2294,Gold Wolf Fang,金狼の牙,43,1280,160,11,Icon_Item_Collection_130,1,9,99,1,"A sharp fang that glitters. It takes any prey down with
one bite.","鋭い牙。すこし輝いてみえる。
どんな獲物も一撃でしとめる。"
1087,2296,Magic Claw,魔力の豹爪,43,1800,224,12,Icon_Item_Collection_142,1,9,127,1,"A sharp claw with magic power. It's best to equip it
with an animal suit.","魔力を含んだ鋭くとがった爪。
ヒョウ柄とあわせてコーディネートしたい。"
1083,2297,Dragon Fang,ドラゴンの牙,43,1920,240,13,Icon_Item_Collection_138,1,9,127,1,"A hard fang strong enough to leave tooth marks on
iron.","とても硬い牙。
鉄にも歯型を残すほどの強度を誇る。"
1086,2298,Malm Claw,マァムのつめ,43,3240,360,14,Icon_Item_Collection_141,1,9,131,1,"It's sharp. It hurts. Also, it's blue.",するどい。いたい。あおい。
1075,2300,Dangerous Scissors,危ないハサミ,43,3010,335,14,Icon_Item_Collection_124,1,9,144,1,"Scissors that look dangerous. But dangerous means
sexy, some people say. Just don't run with them.","危険な香りのするハサミ。
それはフェロモンですという意見もある。"
1103,2302,Wet Scale,湿ったウロコ,43,1210,151,11,Icon_Item_Collection_150,1,9,99,1,"A scale damp with moisture. Just don't shake hands
after holding it.",うるおいのあるウロコ。
1105,2303,Dragon Scale,竜のうろこ,43,3280,364,14,Icon_Item_Collection_153,1,9,144,1,"One of many scales that cover a dragon's body.
Diamond hard, and also effective as a charm.","ドラゴンの身体を覆うウロコ。
非常に硬く、お守りにもなる。"
1102,2304,Black Scale,黒のうろこ,43,3280,364,14,Icon_Item_Collection_149,1,9,144,1,"A dragon's scale. You feel darkness emanating from
it.",暗黒を感じるドラゴンのうろこ。
1097,2305,Blue Scale,藍のうろこ,43,3280,364,14,Icon_Item_Collection_144,1,9,144,1,"An ocean-blue dragon's scale. Just holding it makes
you feel smarter.","海よりも深い色をしたドラゴンのうろこ。
持っているだけで、
頭がよくなりそうな気がする。"
1100,2306,Glitter Scale,輝のうろこ,43,3280,364,14,Icon_Item_Collection_147,1,9,144,1,It glitters and shines. Mesmerizing. Like tinfoil.,"ギンギラギンで、
かつ、さりげなく輝いている。"
1098,2307,Crimson Scale,朱のうろこ,43,3280,364,14,Icon_Item_Collection_145,1,9,144,1,A dragon scale the color of flames.,燃えるようなドラゴンのうろこ。
